Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
PUT,/orders?user_id=4158&order_date=2022-04-11+19%3A39%3A56,1,0,15170.337099996686,15170.337099996686,15170.337099996686,15170.337099996686,4.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
PUT,/orders?user_id=4168&order_date=2022-04-11+19%3A39%3A38,1,0,14127.374600000621,14127.374600000621,14127.374600000621,14127.374600000621,4.0,0.00654915718479559,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
PUT,/orders?user_id=424&order_date=2022-04-11+19%3A41%3A05,1,0,19639.33989999714,19639.33989999714,19639.33989999714,19639.33989999714,4.0,0.00654915718479559,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/orders?user_id=4266,3,0,28000.0,26567.00433333147,7072.0354999975825,44178.815600000235,8881.0,0.01964747155438677,0.0,28000,28000,44000,44000,44000,44000,44000,44000,44000,44000,44000
GET,/orders?user_id=4288,3,0,20000.0,24913.41339999902,11552.833599998849,43016.58049999969,6788.0,0.01964747155438677,0.0,20000,20000,43000,43000,43000,43000,43000,43000,43000,43000,43000
GET,/orders?user_id=4290,2,0,19024.31429999706,56552.5693999989,19024.31429999706,94080.82450000074,7074.0,0.01309831436959118,0.0,94000,94000,94000,94000,94000,94000,94000,94000,94000,94000,94000
PUT,/orders?user_id=4302&order_date=2022-04-11+19%3A41%3A06,1,0,17153.91400000226,17153.91400000226,17153.91400000226,17153.91400000226,4.0,0.00654915718479559,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
PUT,/orders?user_id=4306&order_date=2022-04-11+19%3A40%3A18,1,1,34325.700000001234,34325.700000001234,34325.700000001234,34325.700000001234,21.0,0.00654915718479559,0.00654915718479559,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000
GET,/orders?user_id=4321,1,0,22543.402800001786,22543.402800001786,22543.402800001786,22543.402800001786,5652.0,0.00654915718479559,0.0,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000
PUT,/orders?user_id=4333&order_date=2022-04-11+19%3A39%3A07,1,1,3744.747799999459,3744.747799999459,3744.747799999459,3744.747799999459,21.0,0.00654915718479559,0.00654915718479559,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700
PUT,/orders?user_id=4333&order_date=2022-04-11+19%3A40%3A46,1,0,19893.285000001924,19893.285000001924,19893.285000001924,19893.285000001924,4.0,0.00654915718479559,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
PUT,/orders?user_id=4333&order_date=2022-04-11+19%3A41%3A15,1,0,18994.226699996943,18994.226699996943,18994.226699996943,18994.226699996943,4.0,0.00654915718479559,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
PUT,/orders?user_id=4348&order_date=2022-04-11+19%3A40%3A25,1,0,29797.95059999742,29797.95059999742,29797.95059999742,29797.95059999742,4.0,0.00654915718479559,0.0,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
GET,/orders?user_id=4367,1,0,37657.78000000137,37657.78000000137,37657.78000000137,37657.78000000137,6684.0,0.00654915718479559,0.0,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
GET,/orders?user_id=4371,1,0,18929.128399999172,18929.128399999172,18929.128399999172,18929.128399999172,10873.0,0.00654915718479559,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,/orders?user_id=4388,1,0,21484.58120000214,21484.58120000214,21484.58120000214,21484.58120000214,6251.0,0.00654915718479559,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/orders?user_id=4407,1,0,27040.535899999668,27040.535899999668,27040.535899999668,27040.535899999668,11087.0,0.00654915718479559,0.0,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000
PUT,/orders?user_id=4408&order_date=2022-04-11+19%3A39%3A42,1,0,14723.741300000256,14723.741300000256,14723.741300000256,14723.741300000256,4.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
PUT,/orders?user_id=442&order_date=2022-04-11+19%3A39%3A49,1,0,37884.517999998934,37884.517999998934,37884.517999998934,37884.517999998934,4.0,0.00654915718479559,0.0,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
PUT,/orders?user_id=4431&order_date=2022-04-11+19%3A39%3A31,1,0,13444.767500001035,13444.767500001035,13444.767500001035,13444.767500001035,4.0,0.00654915718479559,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
PUT,/orders?user_id=4431&order_date=2022-04-11+19%3A39%3A52,1,0,27565.466899999592,27565.466899999592,27565.466899999592,27565.466899999592,4.0,0.00654915718479559,0.0,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000
PUT,/orders?user_id=4453&order_date=2022-04-11+19%3A40%3A10,1,0,40687.131300001056,40687.131300001056,40687.131300001056,40687.131300001056,4.0,0.00654915718479559,0.0,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000
PUT,/orders?user_id=4460&order_date=2022-04-11+19%3A40%3A18,1,0,35020.6134,35020.6134,35020.6134,35020.6134,4.0,0.00654915718479559,0.0,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000
PUT,/orders?user_id=4460&order_date=2022-04-11+19%3A41%3A04,1,0,19917.288699998608,19917.288699998608,19917.288699998608,19917.288699998608,4.0,0.00654915718479559,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/orders?user_id=4508,1,0,45187.812800002575,45187.812800002575,45187.812800002575,45187.812800002575,13409.0,0.00654915718479559,0.0,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
PUT,/orders?user_id=4517&order_date=2022-04-11+19%3A39%3A24,1,1,67596.92970000106,67596.92970000106,67596.92970000106,67596.92970000106,21.0,0.00654915718479559,0.00654915718479559,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000
GET,/orders?user_id=4518,2,0,26000.0,60778.12300000005,25558.86979999923,95997.37620000087,11800.0,0.01309831436959118,0.0,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000,96000
PUT,/orders?user_id=4536&order_date=2022-04-11+19%3A39%3A49,1,0,38724.79749999911,38724.79749999911,38724.79749999911,38724.79749999911,4.0,0.00654915718479559,0.0,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000
PUT,/orders?user_id=4585&order_date=2022-04-11+19%3A41%3A05,1,1,19032.17919999952,19032.17919999952,19032.17919999952,19032.17919999952,21.0,0.00654915718479559,0.00654915718479559,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,/orders?user_id=4632,3,0,27000.0,26835.84923333304,20139.73029999761,33354.46339999908,3860.0,0.01964747155438677,0.0,27000,27000,33000,33000,33000,33000,33000,33000,33000,33000,33000
PUT,/orders?user_id=4633&order_date=2022-04-11+19%3A39%3A11,1,0,84334.88520000174,84334.88520000174,84334.88520000174,84334.88520000174,4.0,0.00654915718479559,0.0,84000,84000,84000,84000,84000,84000,84000,84000,84000,84000,84000
GET,/orders?user_id=4647,1,0,10560.502100001031,10560.502100001031,10560.502100001031,10560.502100001031,21654.0,0.00654915718479559,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,/orders?user_id=4675,2,0,31000.0,37733.46465000213,30535.239200002252,44931.690100002015,9274.0,0.01309831436959118,0.0,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
PUT,/orders?user_id=4685&order_date=2022-04-11+19%3A41%3A15,1,0,19193.32619999841,19193.32619999841,19193.32619999841,19193.32619999841,4.0,0.00654915718479559,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
PUT,/orders?user_id=4722&order_date=2022-04-11+19%3A40%3A16,1,1,36370.39999999979,36370.39999999979,36370.39999999979,36370.39999999979,21.0,0.00654915718479559,0.00654915718479559,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000
PUT,/orders?user_id=4722&order_date=2022-04-11+19%3A41%3A05,1,0,17331.313900001987,17331.313900001987,17331.313900001987,17331.313900001987,4.0,0.00654915718479559,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
PUT,/orders?user_id=4744&order_date=2022-04-11+19%3A39%3A11,1,0,10961.865599998418,10961.865599998418,10961.865599998418,10961.865599998418,4.0,0.00654915718479559,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
PUT,/orders?user_id=4758&order_date=2022-04-11+19%3A39%3A50,1,1,35402.72929999992,35402.72929999992,35402.72929999992,35402.72929999992,21.0,0.00654915718479559,0.00654915718479559,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000
GET,/orders?user_id=4771,5,2,25000.0,22668.196819999866,3751.5667000006943,43591.09510000053,8443.8,0.03274578592397795,0.01309831436959118,25000,25000,25000,44000,44000,44000,44000,44000,44000,44000,44000
PUT,/orders?user_id=4776&order_date=2022-04-11+19%3A40%3A14,1,0,37883.720199999516,37883.720199999516,37883.720199999516,37883.720199999516,4.0,0.00654915718479559,0.0,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
GET,/orders?user_id=4812,2,1,17432.1474999997,27852.041249998365,17432.1474999997,38271.93499999703,2250.0,0.01309831436959118,0.00654915718479559,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
PUT,/orders?user_id=4819&order_date=2022-04-11+19%3A39%3A37,1,0,10807.03480000011,10807.03480000011,10807.03480000011,10807.03480000011,4.0,0.00654915718479559,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
PUT,/orders?user_id=4824&order_date=2022-04-11+19%3A39%3A57,1,1,20453.018899999734,20453.018899999734,20453.018899999734,20453.018899999734,21.0,0.00654915718479559,0.00654915718479559,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/orders?user_id=4850,2,1,32000.0,37275.221049998436,31717.938999998296,42832.503099998576,5796.5,0.01309831436959118,0.00654915718479559,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000
PUT,/orders?user_id=4874&order_date=2022-04-11+19%3A39%3A48,1,0,41191.633399997954,41191.633399997954,41191.633399997954,41191.633399997954,4.0,0.00654915718479559,0.0,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000
PUT,/orders?user_id=4938&order_date=2022-04-11+19%3A40%3A44,1,0,22102.797700001247,22102.797700001247,22102.797700001247,22102.797700001247,4.0,0.00654915718479559,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/orders?user_id=4963,3,2,17000.0,15818.18310000017,3638.654000002134,27173.38419999942,4865.333333333333,0.01964747155438677,0.01309831436959118,17000,17000,27000,27000,27000,27000,27000,27000,27000,27000,27000
GET,/orders?user_id=4976,1,0,36440.359800002625,36440.359800002625,36440.359800002625,36440.359800002625,3361.0,0.00654915718479559,0.0,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000
PUT,/orders?user_id=5016&order_date=2022-04-11+19%3A39%3A36,1,0,9305.257399999391,9305.257399999391,9305.257399999391,9305.257399999391,4.0,0.00654915718479559,0.0,9300,9300,9300,9300,9300,9300,9300,9300,9300,9300,9300
GET,/orders?user_id=5018,4,1,19000.0,22084.10350000031,8371.77050000173,40837.84259999811,2969.25,0.02619662873918236,0.00654915718479559,20000,20000,41000,41000,41000,41000,41000,41000,41000,41000,41000
PUT,/orders?user_id=5024&order_date=2022-04-11+19%3A39%3A20,1,0,9741.763300000457,9741.763300000457,9741.763300000457,9741.763300000457,4.0,0.00654915718479559,0.0,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700,9700
PUT,/orders?user_id=5024&order_date=2022-04-11+19%3A39%3A44,1,1,46750.115700000606,46750.115700000606,46750.115700000606,46750.115700000606,21.0,0.00654915718479559,0.00654915718479559,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000,47000
PUT,/orders?user_id=5036&order_date=2022-04-11+19%3A40%3A44,1,0,22220.166800001607,22220.166800001607,22220.166800001607,22220.166800001607,4.0,0.00654915718479559,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
PUT,/orders?user_id=506&order_date=2022-04-11+19%3A39%3A10,1,1,12774.68189999854,12774.68189999854,12774.68189999854,12774.68189999854,21.0,0.00654915718479559,0.00654915718479559,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
PUT,/orders?user_id=5091&order_date=2022-04-11+19%3A39%3A30,1,0,7673.885000000155,7673.885000000155,7673.885000000155,7673.885000000155,4.0,0.00654915718479559,0.0,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700
PUT,/orders?user_id=5099&order_date=2022-04-11+19%3A39%3A10,1,0,10487.119900000835,10487.119900000835,10487.119900000835,10487.119900000835,4.0,0.00654915718479559,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
PUT,/orders?user_id=5102&order_date=2022-04-11+19%3A39%3A07,1,1,3744.4528000014543,3744.4528000014543,3744.4528000014543,3744.4528000014543,21.0,0.00654915718479559,0.00654915718479559,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700
PUT,/orders?user_id=5106&order_date=2022-04-11+19%3A39%3A19,1,0,74103.38570000022,74103.38570000022,74103.38570000022,74103.38570000022,4.0,0.00654915718479559,0.0,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
PUT,/orders?user_id=5141&order_date=2022-04-11+19%3A40%3A44,1,0,21522.80940000128,21522.80940000128,21522.80940000128,21522.80940000128,4.0,0.00654915718479559,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
PUT,/orders?user_id=5164&order_date=2022-04-11+19%3A39%3A07,1,1,2707.7548000015668,2707.7548000015668,2707.7548000015668,2707.7548000015668,21.0,0.00654915718479559,0.00654915718479559,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
PUT,/orders?user_id=5164&order_date=2022-04-11+19%3A40%3A10,1,0,40417.88720000113,40417.88720000113,40417.88720000113,40417.88720000113,4.0,0.00654915718479559,0.0,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
GET,/orders?user_id=5180,1,0,98559.32140000004,98559.32140000004,98559.32140000004,98559.32140000004,3915.0,0.00654915718479559,0.0,99000,99000,99000,99000,99000,99000,99000,99000,99000,99000,99000
PUT,/orders?user_id=5215&order_date=2022-04-11+19%3A40%3A29,1,0,32428.82929999905,32428.82929999905,32428.82929999905,32428.82929999905,4.0,0.00654915718479559,0.0,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000
PUT,/orders?user_id=5216&order_date=2022-04-11+19%3A39%3A31,1,0,12275.79759999935,12275.79759999935,12275.79759999935,12275.79759999935,4.0,0.00654915718479559,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
PUT,/orders?user_id=5216&order_date=2022-04-11+19%3A39%3A49,1,0,38190.32239999797,38190.32239999797,38190.32239999797,38190.32239999797,4.0,0.00654915718479559,0.0,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
PUT,/orders?user_id=5226&order_date=2022-04-11+19%3A39%3A52,1,1,27315.687100002833,27315.687100002833,27315.687100002833,27315.687100002833,21.0,0.00654915718479559,0.00654915718479559,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000,27000
PUT,/orders?user_id=523&order_date=2022-04-11+19%3A39%3A22,1,0,11341.771499999595,11341.771499999595,11341.771499999595,11341.771499999595,4.0,0.00654915718479559,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
PUT,/orders?user_id=5230&order_date=2022-04-11+19%3A40%3A22,1,0,31230.35069999969,31230.35069999969,31230.35069999969,31230.35069999969,4.0,0.00654915718479559,0.0,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000
PUT,/orders?user_id=5230&order_date=2022-04-11+19%3A41%3A25,1,0,11546.38580000028,11546.38580000028,11546.38580000028,11546.38580000028,4.0,0.00654915718479559,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,/orders?user_id=5246,2,1,20478.79499999908,43731.10049999923,20478.79499999908,66983.40599999938,5140.5,0.01309831436959118,0.00654915718479559,67000,67000,67000,67000,67000,67000,67000,67000,67000,67000,67000
GET,/orders?user_id=5251,1,0,23265.43700000184,23265.43700000184,23265.43700000184,23265.43700000184,2233.0,0.00654915718479559,0.0,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000
GET,/orders?user_id=5268,2,0,28040.735299997323,63627.1053499986,28040.735299997323,99213.47539999988,11169.0,0.01309831436959118,0.0,99000,99000,99000,99000,99000,99000,99000,99000,99000,99000,99000
GET,/orders?user_id=5277,1,0,25797.55230000228,25797.55230000228,25797.55230000228,25797.55230000228,9126.0,0.00654915718479559,0.0,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000
GET,/orders?user_id=5278,5,1,14000.0,20327.231660001416,8687.217700000474,36560.00520000089,4562.6,0.03274578592397795,0.00654915718479559,14000,28000,28000,37000,37000,37000,37000,37000,37000,37000,37000
PUT,/orders?user_id=5280&order_date=2022-04-11+19%3A40%3A18,1,0,34949.88999999987,34949.88999999987,34949.88999999987,34949.88999999987,4.0,0.00654915718479559,0.0,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000
PUT,/orders?user_id=5283&order_date=2022-04-11+19%3A39%3A49,1,0,38690.863899999385,38690.863899999385,38690.863899999385,38690.863899999385,4.0,0.00654915718479559,0.0,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000
GET,/orders?user_id=529,1,1,38323.02089999939,38323.02089999939,38323.02089999939,38323.02089999939,21.0,0.00654915718479559,0.00654915718479559,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
GET,/orders?user_id=5295,1,1,42794.98280000189,42794.98280000189,42794.98280000189,42794.98280000189,21.0,0.00654915718479559,0.00654915718479559,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000
PUT,/orders?user_id=5298&order_date=2022-04-11+19%3A39%3A50,1,1,35403.46829999908,35403.46829999908,35403.46829999908,35403.46829999908,21.0,0.00654915718479559,0.00654915718479559,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000
GET,/orders?user_id=5327,2,0,24000.0,34547.16674999872,23926.552799999627,45167.78069999782,2229.0,0.01309831436959118,0.0,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
PUT,/orders?user_id=5332&order_date=2022-04-11+19%3A39%3A48,1,1,41228.7948000012,41228.7948000012,41228.7948000012,41228.7948000012,21.0,0.00654915718479559,0.00654915718479559,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000
PUT,/orders?user_id=5424&order_date=2022-04-11+19%3A39%3A50,1,0,12866.951899999549,12866.951899999549,12866.951899999549,12866.951899999549,4.0,0.00654915718479559,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/orders?user_id=5438,3,2,15000.0,20835.524533332016,3620.2994999985094,44380.98639999953,4757.0,0.01964747155438677,0.01309831436959118,15000,15000,44000,44000,44000,44000,44000,44000,44000,44000,44000
PUT,/orders?user_id=5442&order_date=2022-04-11+19%3A40%3A14,1,0,38301.315100001375,38301.315100001375,38301.315100001375,38301.315100001375,4.0,0.00654915718479559,0.0,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
PUT,/orders?user_id=5456&order_date=2022-04-11+19%3A40%3A05,1,0,47695.19349999973,47695.19349999973,47695.19349999973,47695.19349999973,4.0,0.00654915718479559,0.0,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000,48000
PUT,/orders?user_id=5461&order_date=2022-04-11+19%3A39%3A11,1,0,84337.34920000279,84337.34920000279,84337.34920000279,84337.34920000279,4.0,0.00654915718479559,0.0,84000,84000,84000,84000,84000,84000,84000,84000,84000,84000,84000
PUT,/orders?user_id=5479&order_date=2022-04-11+19%3A40%3A26,1,0,29967.099800000142,29967.099800000142,29967.099800000142,29967.099800000142,4.0,0.00654915718479559,0.0,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
PUT,/orders?user_id=5499&order_date=2022-04-11+19%3A39%3A44,1,0,15133.495899997797,15133.495899997797,15133.495899997797,15133.495899997797,4.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
PUT,/orders?user_id=5530&order_date=2022-04-11+19%3A39%3A57,1,1,20282.474899999215,20282.474899999215,20282.474899999215,20282.474899999215,21.0,0.00654915718479559,0.00654915718479559,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
PUT,/orders?user_id=5534&order_date=2022-04-11+19%3A39%3A31,1,0,11497.622299997602,11497.622299997602,11497.622299997602,11497.622299997602,4.0,0.00654915718479559,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
PUT,/orders?user_id=5534&order_date=2022-04-11+19%3A39%3A54,1,1,23418.44449999917,23418.44449999917,23418.44449999917,23418.44449999917,21.0,0.00654915718479559,0.00654915718479559,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000
PUT,/orders?user_id=554&order_date=2022-04-11+19%3A39%3A19,1,0,74114.49880000146,74114.49880000146,74114.49880000146,74114.49880000146,4.0,0.00654915718479559,0.0,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
GET,/orders?user_id=5555,4,1,18000.0,22468.485550000878,11535.75329999876,39970.92490000068,9481.5,0.02619662873918236,0.00654915718479559,21000,21000,40000,40000,40000,40000,40000,40000,40000,40000,40000
GET,/orders?user_id=556,3,2,20000.0,25099.201566667034,17198.776799999905,38450.43470000019,3432.6666666666665,0.01964747155438677,0.01309831436959118,20000,20000,38000,38000,38000,38000,38000,38000,38000,38000,38000
PUT,/orders?user_id=5572&order_date=2022-04-11+19%3A39%3A35,1,0,9333.7489000005,9333.7489000005,9333.7489000005,9333.7489000005,4.0,0.00654915718479559,0.0,9300,9300,9300,9300,9300,9300,9300,9300,9300,9300,9300
GET,/orders?user_id=558,1,0,18471.436200001335,18471.436200001335,18471.436200001335,18471.436200001335,6289.0,0.00654915718479559,0.0,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000
PUT,/orders?user_id=5590&order_date=2022-04-11+19%3A40%3A26,1,0,29919.408300000214,29919.408300000214,29919.408300000214,29919.408300000214,4.0,0.00654915718479559,0.0,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
PUT,/orders?user_id=5618&order_date=2022-04-11+19%3A39%3A21,1,0,8794.98379999859,8794.98379999859,8794.98379999859,8794.98379999859,4.0,0.00654915718479559,0.0,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800
GET,/orders?user_id=562,1,1,34306.482199997845,34306.482199997845,34306.482199997845,34306.482199997845,21.0,0.00654915718479559,0.00654915718479559,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000
GET,/orders?user_id=5625,3,0,17000.0,24000.958866666526,10242.448999997578,45235.32350000096,3073.0,0.01964747155438677,0.0,17000,17000,45000,45000,45000,45000,45000,45000,45000,45000,45000
GET,/orders?user_id=5627,3,2,15000.0,19946.376533332415,3617.8982999990694,41553.053999999975,1816.3333333333333,0.01964747155438677,0.01309831436959118,15000,15000,42000,42000,42000,42000,42000,42000,42000,42000,42000
PUT,/orders?user_id=5629&order_date=2022-04-11+19%3A40%3A05,1,0,41679.38739999954,41679.38739999954,41679.38739999954,41679.38739999954,4.0,0.00654915718479559,0.0,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000
PUT,/orders?user_id=5654&order_date=2022-04-11+19%3A39%3A32,1,0,9777.30320000046,9777.30320000046,9777.30320000046,9777.30320000046,4.0,0.00654915718479559,0.0,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800
PUT,/orders?user_id=5675&order_date=2022-04-11+19%3A39%3A52,1,1,28029.253500000777,28029.253500000777,28029.253500000777,28029.253500000777,21.0,0.00654915718479559,0.00654915718479559,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000
PUT,/orders?user_id=5688&order_date=2022-04-11+19%3A40%3A11,1,0,39380.07700000162,39380.07700000162,39380.07700000162,39380.07700000162,4.0,0.00654915718479559,0.0,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000
PUT,/orders?user_id=5691&order_date=2022-04-11+19%3A39%3A57,1,1,21275.04509999926,21275.04509999926,21275.04509999926,21275.04509999926,21.0,0.00654915718479559,0.00654915718479559,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
PUT,/orders?user_id=5691&order_date=2022-04-11+19%3A41%3A07,1,0,15874.966100000165,15874.966100000165,15874.966100000165,15874.966100000165,4.0,0.00654915718479559,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
PUT,/orders?user_id=5702&order_date=2022-04-11+19%3A40%3A26,1,0,29963.466000001063,29963.466000001063,29963.466000001063,29963.466000001063,4.0,0.00654915718479559,0.0,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
PUT,/orders?user_id=5753&order_date=2022-04-11+19%3A40%3A29,1,0,33755.365200002416,33755.365200002416,33755.365200002416,33755.365200002416,4.0,0.00654915718479559,0.0,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000
PUT,/orders?user_id=5769&order_date=2022-04-11+19%3A39%3A37,1,0,11058.51199999961,11058.51199999961,11058.51199999961,11058.51199999961,4.0,0.00654915718479559,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
PUT,/orders?user_id=5794&order_date=2022-04-11+19%3A39%3A34,1,0,9258.735499999602,9258.735499999602,9258.735499999602,9258.735499999602,4.0,0.00654915718479559,0.0,9300,9300,9300,9300,9300,9300,9300,9300,9300,9300,9300
PUT,/orders?user_id=5812&order_date=2022-04-11+19%3A39%3A22,1,1,9154.221500000858,9154.221500000858,9154.221500000858,9154.221500000858,21.0,0.00654915718479559,0.00654915718479559,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200
PUT,/orders?user_id=5812&order_date=2022-04-11+19%3A40%3A12,1,0,38795.6250999996,38795.6250999996,38795.6250999996,38795.6250999996,4.0,0.00654915718479559,0.0,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000
PUT,/orders?user_id=5818&order_date=2022-04-11+19%3A39%3A50,1,0,37397.623900000326,37397.623900000326,37397.623900000326,37397.623900000326,4.0,0.00654915718479559,0.0,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000
GET,/orders?user_id=5831,1,0,18931.109999997716,18931.109999997716,18931.109999997716,18931.109999997716,4701.0,0.00654915718479559,0.0,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
PUT,/orders?user_id=5846&order_date=2022-04-11+19%3A39%3A17,1,1,77306.43640000199,77306.43640000199,77306.43640000199,77306.43640000199,21.0,0.00654915718479559,0.00654915718479559,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
GET,/orders?user_id=5852,4,0,13000.0,18897.18450000055,3914.933400003065,41345.27309999976,7074.0,0.02619662873918236,0.0,17000,17000,41000,41000,41000,41000,41000,41000,41000,41000,41000
PUT,/orders?user_id=5888&order_date=2022-04-11+19%3A39%3A10,1,1,12758.5153,12758.5153,12758.5153,12758.5153,21.0,0.00654915718479559,0.00654915718479559,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/orders?user_id=5895,2,0,13000.0,25582.676850001008,12920.813500000804,38244.54020000121,5300.0,0.01309831436959118,0.0,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
