Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/products/search?search_string=Regal&count=100,1,0,22194.26580000072,22194.26580000072,22194.26580000072,22194.26580000072,1587.0,0.00654915718479559,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,"/products/search?search_string=Remove,&count=100",1,1,20287.964600000123,20287.964600000123,20287.964600000123,20287.964600000123,21.0,0.00654915718479559,0.00654915718479559,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/products/search?search_string=Renaissance&count=100,1,0,41574.680600002466,41574.680600002466,41574.680600002466,41574.680600002466,3731.0,0.00654915718479559,0.0,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000
GET,/products/search?search_string=Replacement&count=100,1,0,9805.056199998944,9805.056199998944,9805.056199998944,9805.056199998944,25120.0,0.00654915718479559,0.0,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800
GET,/products/search?search_string=Required&count=100,1,0,10488.235500000883,10488.235500000883,10488.235500000883,10488.235500000883,13725.0,0.00654915718479559,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/products/search?search_string=Resistance&count=100,1,0,32574.34640000065,32574.34640000065,32574.34640000065,32574.34640000065,3380.0,0.00654915718479559,0.0,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000
GET,/products/search?search_string=Resources&count=100,1,1,36651.21519999957,36651.21519999957,36651.21519999957,36651.21519999957,21.0,0.00654915718479559,0.00654915718479559,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000
GET,/products/search?search_string=Retardant&count=100,1,0,15422.124899996561,15422.124899996561,15422.124899996561,15422.124899996561,932.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Retro&count=100,1,0,40355.31009999977,40355.31009999977,40355.31009999977,40355.31009999977,29032.0,0.00654915718479559,0.0,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
GET,/products/search?search_string=Reversible&count=100,1,0,8920.301600002858,8920.301600002858,8920.301600002858,8920.301600002858,42301.0,0.00654915718479559,0.0,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900,8900
GET,/products/search?search_string=Rhode&count=100,1,0,33043.611499997496,33043.611499997496,33043.611499997496,33043.611499997496,18259.0,0.00654915718479559,0.0,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000
GET,/products/search?search_string=Riddler&count=100,1,0,13846.585700001015,13846.585700001015,13846.585700001015,13846.585700001015,6651.0,0.00654915718479559,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/products/search?search_string=Ride&count=100,1,1,35308.54999999792,35308.54999999792,35308.54999999792,35308.54999999792,21.0,0.00654915718479559,0.00654915718479559,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000
GET,/products/search?search_string=Ride-On&count=100,1,0,14742.329700002301,14742.329700002301,14742.329700002301,14742.329700002301,19516.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Ring&count=100,1,0,17305.030300001818,17305.030300001818,17305.030300001818,17305.030300001818,131283.0,0.00654915718479559,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/products/search?search_string=Rival&count=100,1,0,21896.990299999743,21896.990299999743,21896.990299999743,21896.990299999743,2687.0,0.00654915718479559,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/products/search?search_string=Robot&count=100,2,0,7300.0,8882.667299998502,7267.497699998785,10497.83689999822,62480.0,0.01309831436959118,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/products/search?search_string=Rocking&count=100,1,0,8832.772599998862,8832.772599998862,8832.772599998862,8832.772599998862,6794.0,0.00654915718479559,0.0,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800
GET,/products/search?search_string=Rocks:&count=100,1,0,17001.98900000032,17001.98900000032,17001.98900000032,17001.98900000032,4633.0,0.00654915718479559,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,"/products/search?search_string=Rods,&count=100",1,0,14919.007699998474,14919.007699998474,14919.007699998474,14919.007699998474,5949.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Round&count=100,1,0,32092.251199999737,32092.251199999737,32092.251199999737,32092.251199999737,110905.0,0.00654915718479559,0.0,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000
GET,/products/search?search_string=Rubie's&count=100,4,0,13000.0,14315.69484999909,12165.703099999519,17674.736199998733,102931.0,0.02619662873918236,0.0,15000,15000,18000,18000,18000,18000,18000,18000,18000,18000,18000
GET,/products/search?search_string=S&count=100,1,0,9180.149299998448,9180.149299998448,9180.149299998448,9180.149299998448,116980.0,0.00654915718479559,0.0,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200
GET,/products/search?search_string=SCHLEICH&count=100,1,0,6105.270000000019,6105.270000000019,6105.270000000019,6105.270000000019,24799.0,0.00654915718479559,0.0,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100
GET,/products/search?search_string=SEIS&count=100,1,0,20542.717299998912,20542.717299998912,20542.717299998912,20542.717299998912,715.0,0.00654915718479559,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/products/search?search_string=SIPS&count=100,1,0,22224.84169999734,22224.84169999734,22224.84169999734,22224.84169999734,1325.0,0.00654915718479559,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/products/search?search_string=SM12&count=100,1,0,20038.898400001926,20038.898400001926,20038.898400001926,20038.898400001926,1379.0,0.00654915718479559,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/products/search?search_string=Safari&count=100,1,0,23005.27449999936,23005.27449999936,23005.27449999936,23005.27449999936,40032.0,0.00654915718479559,0.0,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000
GET,/products/search?search_string=Sago&count=100,1,1,34334.65840000281,34334.65840000281,34334.65840000281,34334.65840000281,21.0,0.00654915718479559,0.00654915718479559,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000
GET,/products/search?search_string=Sailboat&count=100,1,0,39763.80529999733,39763.80529999733,39763.80529999733,39763.80529999733,6202.0,0.00654915718479559,0.0,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
GET,/products/search?search_string=Sand&count=100,1,1,16901.961100000335,16901.961100000335,16901.961100000335,16901.961100000335,21.0,0.00654915718479559,0.00654915718479559,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/products/search?search_string=Santa&count=100,1,0,8789.900799998577,8789.900799998577,8789.900799998577,8789.900799998577,22992.0,0.00654915718479559,0.0,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800,8800
GET,/products/search?search_string=Satan's&count=100,1,0,10460.99569999933,10460.99569999933,10460.99569999933,10460.99569999933,463.0,0.00654915718479559,0.0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
GET,/products/search?search_string=Scale&count=100,1,0,3574.077799999941,3574.077799999941,3574.077799999941,3574.077799999941,108661.0,0.00654915718479559,0.0,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
GET,"/products/search?search_string=Scale,&count=100",1,0,42878.493800002616,42878.493800002616,42878.493800002616,42878.493800002616,17544.0,0.00654915718479559,0.0,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000
GET,/products/search?search_string=Scented&count=100,1,0,21076.111300000775,21076.111300000775,21076.111300000775,21076.111300000775,20366.0,0.00654915718479559,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/products/search?search_string=Schoenhut&count=100,1,0,12461.255999998684,12461.255999998684,12461.255999998684,12461.255999998684,5746.0,0.00654915718479559,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,/products/search?search_string=Schwinn&count=100,1,1,36227.140099999815,36227.140099999815,36227.140099999815,36227.140099999815,21.0,0.00654915718479559,0.00654915718479559,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000
GET,/products/search?search_string=Schylling&count=100,1,0,87448.00790000227,87448.00790000227,87448.00790000227,87448.00790000227,10890.0,0.00654915718479559,0.0,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000
GET,/products/search?search_string=Science&count=100,1,1,36647.668200002954,36647.668200002954,36647.668200002954,36647.668200002954,21.0,0.00654915718479559,0.00654915718479559,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000
GET,/products/search?search_string=Scooter&count=100,1,0,13899.345699999685,13899.345699999685,13899.345699999685,13899.345699999685,156384.0,0.00654915718479559,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/products/search?search_string=Scratch&count=100,1,0,20823.260900000605,20823.260900000605,20823.260900000605,20823.260900000605,13935.0,0.00654915718479559,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,/products/search?search_string=Season&count=100,1,0,87447.06640000004,87447.06640000004,87447.06640000004,87447.06640000004,37538.0,0.00654915718479559,0.0,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000
GET,/products/search?search_string=Seat&count=100,1,0,22225.252799998998,22225.252799998998,22225.252799998998,22225.252799998998,56244.0,0.00654915718479559,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/products/search?search_string=Self&count=100,1,0,10959.708200000023,10959.708200000023,10959.708200000023,10959.708200000023,66265.0,0.00654915718479559,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,/products/search?search_string=Series&count=100,1,0,74107.29530000026,74107.29530000026,74107.29530000026,74107.29530000026,127116.0,0.00654915718479559,0.0,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
GET,/products/search?search_string=Set&count=100,4,1,14000.0,23637.964550000106,8745.140400002128,49730.182300001616,107532.0,0.02619662873918236,0.00654915718479559,22000,22000,50000,50000,50000,50000,50000,50000,50000,50000,50000
GET,/products/search?search_string=Seuss&count=100,1,0,87029.5116999987,87029.5116999987,87029.5116999987,87029.5116999987,17224.0,0.00654915718479559,0.0,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000
GET,/products/search?search_string=Severed&count=100,1,0,8286.854699999822,8286.854699999822,8286.854699999822,8286.854699999822,874.0,0.00654915718479559,0.0,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300
GET,/products/search?search_string=Sewing&count=100,1,0,15214.974999998958,15214.974999998958,15214.974999998958,15214.974999998958,1155.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Shaggy&count=100,1,0,17318.8126999994,17318.8126999994,17318.8126999994,17318.8126999994,863.0,0.00654915718479559,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/products/search?search_string=Shield:&count=100,1,0,22241.05100000088,22241.05100000088,22241.05100000088,22241.05100000088,1101.0,0.00654915718479559,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/products/search?search_string=Short&count=100,1,0,15319.086499999685,15319.086499999685,15319.086499999685,15319.086499999685,18310.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Side&count=100,1,0,12364.383799998905,12364.383799998905,12364.383799998905,12364.383799998905,111339.0,0.00654915718479559,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,/products/search?search_string=Signals&count=100,1,0,17251.909999999043,17251.909999999043,17251.909999999043,17251.909999999043,944.0,0.00654915718479559,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/products/search?search_string=Singing&count=100,1,0,38725.321599999006,38725.321599999006,38725.321599999006,38725.321599999006,7304.0,0.00654915718479559,0.0,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000
GET,/products/search?search_string=Sitting&count=100,1,1,37983.781299997645,37983.781299997645,37983.781299997645,37983.781299997645,21.0,0.00654915718479559,0.00654915718479559,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
GET,/products/search?search_string=Six-sided&count=100,1,1,24207.274599997618,24207.274599997618,24207.274599997618,24207.274599997618,21.0,0.00654915718479559,0.00654915718479559,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000
GET,/products/search?search_string=Size&count=100,4,0,17000.0,34519.144249999954,6312.505599998985,88894.97960000153,119891.0,0.02619662873918236,0.0,26000,26000,89000,89000,89000,89000,89000,89000,89000,89000,89000
GET,"/products/search?search_string=Size,&count=100",1,0,15207.17220000006,15207.17220000006,15207.17220000006,15207.17220000006,42380.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Skelita&count=100,1,0,25338.71050000016,25338.71050000016,25338.71050000016,25338.71050000016,1424.0,0.00654915718479559,0.0,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000
GET,/products/search?search_string=Skin&count=100,4,0,18000.0,20451.825149999422,11425.942300000315,33606.8540999986,157532.0,0.02619662873918236,0.0,19000,19000,34000,34000,34000,34000,34000,34000,34000,34000,34000
GET,/products/search?search_string=Skorne&count=100,1,0,9846.043100002134,9846.043100002134,9846.043100002134,9846.043100002134,1024.0,0.00654915718479559,0.0,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800
GET,/products/search?search_string=Sleep&count=100,1,1,87452.13140000124,87452.13140000124,87452.13140000124,87452.13140000124,21.0,0.00654915718479559,0.00654915718479559,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000
GET,/products/search?search_string=Sleeves&count=100,1,0,9096.661200001108,9096.661200001108,9096.661200001108,9096.661200001108,20598.0,0.00654915718479559,0.0,9100,9100,9100,9100,9100,9100,9100,9100,9100,9100,9100
GET,/products/search?search_string=Slime/Yellow&count=100,1,0,23332.710400001815,23332.710400001815,23332.710400001815,23332.710400001815,720.0,0.00654915718479559,0.0,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000
GET,/products/search?search_string=Small&count=100,3,1,17000.0,16759.813966667327,8838.007800000923,24368.776200000866,82649.66666666667,0.01964747155438677,0.00654915718479559,17000,17000,24000,24000,24000,24000,24000,24000,24000,24000,24000
GET,"/products/search?search_string=Small,&count=100",1,0,7186.1835999989125,7186.1835999989125,7186.1835999989125,7186.1835999989125,15296.0,0.00654915718479559,0.0,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
GET,/products/search?search_string=Smallest&count=100,1,1,67600.61359999963,67600.61359999963,67600.61359999963,67600.61359999963,21.0,0.00654915718479559,0.00654915718479559,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000
GET,/products/search?search_string=Smart&count=100,2,0,10457.846900000732,12703.988749999553,10457.846900000732,14950.130599998374,76744.0,0.01309831436959118,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Smash&count=100,1,0,14443.583400003263,14443.583400003263,14443.583400003263,14443.583400003263,3508.0,0.00654915718479559,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/products/search?search_string=Smile&count=100,1,0,22040.813499999786,22040.813499999786,22040.813499999786,22040.813499999786,31460.0,0.00654915718479559,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/products/search?search_string=Snow&count=100,1,1,9031.00170000107,9031.00170000107,9031.00170000107,9031.00170000107,21.0,0.00654915718479559,0.00654915718479559,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000
GET,/products/search?search_string=Soaker&count=100,1,0,23228.610499998467,23228.610499998467,23228.610499998467,23228.610499998467,1671.0,0.00654915718479559,0.0,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000
GET,/products/search?search_string=Soccer&count=100,1,0,13965.362599999935,13965.362599999935,13965.362599999935,13965.362599999935,17138.0,0.00654915718479559,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/products/search?search_string=Soft&count=100,4,0,16000.0,36024.956675000794,15799.444300002506,85388.28799999828,140121.0,0.02619662873918236,0.0,27000,27000,85000,85000,85000,85000,85000,85000,85000,85000,85000
GET,/products/search?search_string=Solid&count=100,1,1,37678.13720000049,37678.13720000049,37678.13720000049,37678.13720000049,21.0,0.00654915718479559,0.00654915718479559,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
GET,/products/search?search_string=Sonic&count=100,1,1,24875.64829999974,24875.64829999974,24875.64829999974,24875.64829999974,21.0,0.00654915718479559,0.00654915718479559,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000
GET,/products/search?search_string=Space&count=100,1,0,20100.512700002582,20100.512700002582,20100.512700002582,20100.512700002582,62618.0,0.00654915718479559,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/products/search?search_string=Sparkle&count=100,1,0,22191.17969999934,22191.17969999934,22191.17969999934,22191.17969999934,33743.0,0.00654915718479559,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/products/search?search_string=Speed&count=100,3,0,13000.0,13359.169699999862,12239.279000001261,14933.012199999212,60448.0,0.01964747155438677,0.0,13000,13000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Spellbound&count=100,1,0,17299.32369999733,17299.32369999733,17299.32369999733,17299.32369999733,3451.0,0.00654915718479559,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/products/search?search_string=Splash&count=100,1,0,14110.876999999164,14110.876999999164,14110.876999999164,14110.876999999164,26706.0,0.00654915718479559,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/products/search?search_string=Sports&count=100,1,1,36643.19859999887,36643.19859999887,36643.19859999887,36643.19859999887,21.0,0.00654915718479559,0.00654915718479559,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000
GET,/products/search?search_string=Standard&count=100,2,0,40437.314399998286,41158.36789999776,40437.314399998286,41879.42139999723,75491.0,0.01309831436959118,0.0,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000,42000
GET,"/products/search?search_string=Standard,&count=100",1,0,10732.499599998846,10732.499599998846,10732.499599998846,10732.499599998846,10287.0,0.00654915718479559,0.0,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
GET,/products/search?search_string=Standard/One&count=100,1,0,42963.190399997984,42963.190399997984,42963.190399997984,42963.190399997984,941.0,0.00654915718479559,0.0,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000,43000
GET,/products/search?search_string=Star&count=100,3,2,41000.0,41257.50033333437,14223.976400000538,68374.26560000313,39136.333333333336,0.01964747155438677,0.01309831436959118,41000,41000,68000,68000,68000,68000,68000,68000,68000,68000,68000
GET,/products/search?search_string=Starplay&count=100,1,0,22220.809300000838,22220.809300000838,22220.809300000838,22220.809300000838,692.0,0.00654915718479559,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/products/search?search_string=Start&count=100,1,1,37663.37349999958,37663.37349999958,37663.37349999958,37663.37349999958,21.0,0.00654915718479559,0.00654915718479559,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
GET,/products/search?search_string=Stealth&count=100,1,0,6431.620999999723,6431.620999999723,6431.620999999723,6431.620999999723,8484.0,0.00654915718479559,0.0,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400,6400
GET,/products/search?search_string=Steiff&count=100,1,0,13971.838599998591,13971.838599998591,13971.838599998591,13971.838599998591,25421.0,0.00654915718479559,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/products/search?search_string=Step2&count=100,1,0,21706.33810000072,21706.33810000072,21706.33810000072,21706.33810000072,21168.0,0.00654915718479559,0.0,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
GET,/products/search?search_string=Sticker&count=100,1,0,21453.34890000231,21453.34890000231,21453.34890000231,21453.34890000231,104112.0,0.00654915718479559,0.0,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000
GET,"/products/search?search_string=Sticker,&count=100",1,1,36223.04069999882,36223.04069999882,36223.04069999882,36223.04069999882,21.0,0.00654915718479559,0.00654915718479559,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000
GET,/products/search?search_string=Sticks&count=100,1,0,20268.85499999844,20268.85499999844,20268.85499999844,20268.85499999844,21530.0,0.00654915718479559,0.0,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,"/products/search?search_string=Stool,&count=100",1,1,19112.689800000226,19112.689800000226,19112.689800000226,19112.689800000226,21.0,0.00654915718479559,0.00654915718479559,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
GET,/products/search?search_string=Stop&count=100,1,0,14521.46410000205,14521.46410000205,14521.46410000205,14521.46410000205,9455.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Storage&count=100,1,0,17320.537300001888,17320.537300001888,17320.537300001888,17320.537300001888,105856.0,0.00654915718479559,0.0,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
GET,/products/search?search_string=Strandbeest&count=100,1,0,37552.42359999829,37552.42359999829,37552.42359999829,37552.42359999829,1070.0,0.00654915718479559,0.0,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000
GET,/products/search?search_string=Striker&count=100,1,0,68377.45589999759,68377.45589999759,68377.45589999759,68377.45589999759,4313.0,0.00654915718479559,0.0,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000
GET,/products/search?search_string=String&count=100,2,1,5800.0,12934.166750001168,5767.899800001032,20100.433700001304,13249.0,0.01309831436959118,0.00654915718479559,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
GET,/products/search?search_string=Stripes&count=100,1,0,40375.813700000435,40375.813700000435,40375.813700000435,40375.813700000435,14369.0,0.00654915718479559,0.0,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
GET,/products/search?search_string=Stroll&count=100,1,0,9845.547199998691,9845.547199998691,9845.547199998691,9845.547199998691,19891.0,0.00654915718479559,0.0,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800
GET,/products/search?search_string=Studio&count=100,1,0,14054.807000000437,14054.807000000437,14054.807000000437,14054.807000000437,43736.0,0.00654915718479559,0.0,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
GET,/products/search?search_string=Stuffed&count=100,3,0,14000.0,18474.315666667582,10317.19190000149,30638.1747000014,143160.0,0.01964747155438677,0.0,14000,14000,31000,31000,31000,31000,31000,31000,31000,31000,31000
GET,/products/search?search_string=Style&count=100,1,0,3573.893799999496,3573.893799999496,3573.893799999496,3573.893799999496,152959.0,0.00654915718479559,0.0,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
GET,/products/search?search_string=Styling&count=100,1,0,14554.737600003136,14554.737600003136,14554.737600003136,14554.737600003136,10816.0,0.00654915718479559,0.0,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/products/search?search_string=Sunflower&count=100,1,1,36648.11120000013,36648.11120000013,36648.11120000013,36648.11120000013,21.0,0.00654915718479559,0.00654915718479559,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000
GET,/products/search?search_string=Sunglasses&count=100,1,0,29135.45990000057,29135.45990000057,29135.45990000057,29135.45990000057,36658.0,0.00654915718479559,0.0,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000
GET,/products/search?search_string=Super&count=100,2,0,13000.0,22333.890199999587,12855.266700000357,31812.513699998817,117023.0,0.01309831436959118,0.0,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000
GET,/products/search?search_string=Superfriends&count=100,1,0,12614.298500000587,12614.298500000587,12614.298500000587,12614.298500000587,1296.0,0.00654915718479559,0.0,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
GET,/products/search?search_string=Supply&count=100,2,0,22291.35060000044,22749.466199999006,22291.35060000044,23207.58179999757,25745.0,0.01309831436959118,0.0,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000
GET,/products/search?search_string=Surprise&count=100,1,0,16106.409600000916,16106.409600000916,16106.409600000916,16106.409600000916,53897.0,0.00654915718479559,0.0,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000,16000
GET,"/products/search?search_string=Suspenders,&count=100",1,0,23989.302999998472,23989.302999998472,23989.302999998472,23989.302999998472,1934.0,0.00654915718479559,0.0,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000
GET,/products/search?search_string=Swimline&count=100,1,0,40969.948800000566,40969.948800000566,40969.948800000566,40969.948800000566,23782.0,0.00654915718479559,0.0,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000
GET,/products/search?search_string=Swing&count=100,2,0,3519.877599999745,13269.232349999584,3519.877599999745,23018.587099999422,71878.0,0.01309831436959118,0.0,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000
GET,/products/search?search_string=TAM35177&count=100,1,0,33485.54110000259,33485.54110000259,33485.54110000259,33485.54110000259,861.0,0.00654915718479559,0.0,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000
GET,/products/search?search_string=TAM86004&count=100,1,1,2719.793500000378,2719.793500000378,2719.793500000378,2719.793500000378,21.0,0.00654915718479559,0.00654915718479559,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
GET,/products/search?search_string=TRF418&count=100,1,0,88882.28739999977,88882.28739999977,88882.28739999977,88882.28739999977,921.0,0.00654915718479559,0.0,89000,89000,89000,89000,89000,89000,89000,89000,89000,89000,89000
GET,/products/search?search_string=Taco&count=100,1,0,39099.50899999967,39099.50899999967,39099.50899999967,39099.50899999967,4762.0,0.00654915718479559,0.0,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000
GET,/products/search?search_string=Take-Apart&count=100,1,0,7094.7525999981735,7094.7525999981735,7094.7525999981735,7094.7525999981735,4089.0,0.00654915718479559,0.0,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100
GET,/products/search?search_string=Tangle&count=100,1,0,23003.450199998042,23003.450199998042,23003.450199998042,23003.450199998042,43536.0,0.00654915718479559,0.0,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000
GET,/products/search?search_string=Team&count=100,1,0,9274.06499999779,9274.06499999779,9274.06499999779,9274.06499999779,72302.0,0.00654915718479559,0.0,9300,9300,9300,9300,9300,9300,9300,9300,9300,9300,9300
GET,/products/search?search_string=TechniCasual&count=100,1,0,32187.383299999055,32187.383299999055,32187.383299999055,32187.383299999055,1783.0,0.00654915718479559,0.0,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000,32000
GET,/products/search?search_string=Teenie&count=100,1,0,12310.748399999284,12310.748399999284,12310.748399999284,12310.748399999284,6207.0,0.00654915718479559,0.0,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
GET,/products/search?search_string=Tempera&count=100,1,0,9033.681999997498,9033.681999997498,9033.681999997498,9033.681999997498,13123.0,0.00654915718479559,0.0,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000
GET,/products/search?search_string=Tent&count=100,1,0,68382.29950000095,68382.29950000095,68382.29950000095,68382.29950000095,40023.0,0.00654915718479559,0.0,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000
